Input Text Part 1,Input Text Part 2,Ground Truth Label,Model Prediction
"yeah, me too. laughter is the best medicine!",nice! i'm well. i enjoyed my weekend. i saw deadpool 2 ( 2018 ) with my bf. did you see it?,0,0
hello,or maybe tangled ( 2010 )?,0,0
what kinds of movies have you liked before with this group of friends?,what kind movies do you like?,1,1
yes! i cant remember his name.,i haven't seen thor : ragnarok ( 2017 ).,1,1
i really liked it,"i liked it too, it was very interesting",0,1
great. good bye my friend.,i'm well! having a good start to the day!,1,1
i love bruce willis too and can watch the movie over and over.,oh i see. what do you like?,0,0
i cant wait!,"it was really creepy, but i thought it was good!",0,1
"oh, you like scary movies?","good thanks, what kind of movies do you like?",1,1
for me the best fantsy is the lord of the rings,creed ( 2015 ) is an awesome movie as well. i love boxing movies,1,1
do you need my help,or maybe tangled ( 2010 )?,0,0
have you seen avengers : infinity war ( 2018 ),i will watch it soon,0,0
it's on my list of favorites.,would you like a movie recommendation?,0,0
do you need help finding a movie?,hello! can i help you find a movie?,1,1
let me think..,or do you like scary movies?,0,0
those are good movies as well,i haven't either but i plan on it.,1,1
"hi, how can i help?",do you need some movie to watch tonight?,1,1
"hi, how can i help?",need some good movie?,1,1
or maybe you are into more slick comedy like fifty shades of black ( 2016 ),your welcome,0,0
what genre of movie do you like?,tell me what kind of movies do you like?,1,1
did you see that new will ferrel movie the house ( 2017 )?,did you watch click ( 2006 )?,1,1
good bye i see you later,hi,1,1
even though i would rather the old one,your welcome,0,0
live free or die hard ( 2007 ) is another they try to kill him agian,it is about batman and the joker,1,1
me too love comedy,"yes, that was funny!",1,1
can i help yo,it's one of the best movies ever made.,0,0
the second one a nightmare on elm street 2 : freddy's revenge ( 1985 ) is great too.,what kind of movies do you like?,0,0
samuel jackson made the movie great!,but that is a scary one,1,1
yes that is the movie i suggest.,me too love comedy,0,0
you like funny movies.,have you seen avengers : infinity war ( 2018 ),0,0
you're welcome.,"thank you, good bye /",1,1
sounds good. you have a great day. thank you and good bye.,"no problem! thank you, too! : )",1,1
have you seen avengers : infinity war ( 2018 )?,"likewise, alpacino is great.",0,0
hello. can you recommend a movie for me that you think is good?,"hey there, can i recommend a movie for you?",1,1
"there's something about mary ( 1998 ) ething about mary is a great movie, very funny. have you seen the wedding singer ( 1998 )?",i liked it too,0,0
it was very good. and not too scary or gruesome for someone who doesn't normally watch them,i really love chris farley's movies tommy boy ( 1995 ) is an all time favorite,1,1
me what kind of movies do you like?,no the only marvel movie i have seen was avengers : infinity war ( 2018 ).,0,0
"hello, what genre of movie do you like?","yes, what types of movies are you interested in?",1,1
okay. i have a few ideas. give me a minute,goodbye,0,1
i havent even heard of that one,hello what kind of movies are you looking for?,0,0
for an interesting action movie maybe michael clayton ( 2007 )?,i watched it the other night. i forgot how much i liked it!,0,0
did you see that new will ferrel movie the house ( 2017 )?,"hello, have you seen the new it movie?",1,1
great. good bye my friend.,"i like action, comedy, and thrillers mostly. what about you?",0,0
"hey there, can i recommend a movie for you?",would you like a movie recommendation?,1,1
any plans for today? should i recommend you something?,me too love comedy,0,0
for an interesting action movie maybe michael clayton ( 2007 )?,good night,0,0
hello! i'm good. how are you? are you looking for a movie suggestion?,"hi, can i help you find a movie?",1,1
there are many of those movies any of them are really awesome,have you seen avengers : age of ultron ( 2015 ),0,0
"awesome, have you tried the new beauty and the beast ( 2017 )",hi! have you seen a good action movie lately?,1,1
you're welcome!,hello!,1,1
you like funny movies.,it's based on a book about a rogue shark that terrorizes a small beach community during the tourist summer season.,0,0
hello,"so, what would you like to watch?",0,0
did you watch it ( 2017 )?,ok you meant no to thrillers completely,0,0
great. goodbye.,hi,1,1
x - men : the last stand ( 2006 ) was another good xmen movie,my favorite adam sandler movie is definitely billy madison ( 1995 ),1,1
maybe action movies like hot fuzz ( 2007 )?,i am here to help1,0,0
i seen it 3 times i ‚ ao√n√¥m black panther out lol,i just watched black panther ( 2018 ) and i loved it,1,0
it is a movie mady by adan sandle,"seth rogan is in it, danny mcbride",1,1
have you seen it ( 2017 ),did you watch click ( 2006 )?,1,1
have you seen fifty shades of grey ( 2015 ),have you ever seen click ( 2006 )?,1,1
"they are great movies, have you seen american gangster ( 2007 )","hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",1,1
thank you! have a great day good bye.,"i'm good, it seems i'm supposed to recommend movies to you, is there anything you are interested in?",0,0
i think you would really like the shining ( 1980 ).,me too. variety.,0,0
have you seen little miss sunshine ( 2006 )?,you should try them,0,0
may i suggest a movie for you?,do your friends also like scary movies?,0,0
hello there. looking for some good movies?,i am trying to find a movie for my kid any suggestions?,1,1
i really love chris farley's movies tommy boy ( 1995 ) is an all time favorite,sounds good. you have a great day. thank you and good bye.,0,0
you might love deadpool ( 2016 )!,your very welcome!,0,1
click ( 2010 ) was good,have you seen little miss sunshine ( 2006 )?,0,0
"those are really funny, have you seen them?",or maybe avengers : infinity war ( 2018 )?,0,0
"good. would you like to watch some old horror movies like night of terror ( 1933 ), or frankenstein ( 1931 )",ok.. if it is the story of survival that you liked,0,0
i have not seen peter rabbit ( 2018 ) i will have to add that one to my must watch list.,have you seen avengers : infinity war ( 2018 ),0,0
good bye,hello,1,1
have you ever seen american pie ( 1999 )?,only a few jump scares,0,0
goodbye!,have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,0,0
"so, did you watch it ( 2017 )?","thank you too. you have a great day, good bye.",0,0
"thank you for the chat, goodbye.",hello,1,1
"hi, how can i help?",can i recommend some movies?,1,1
"thank you, good bye",yes,1,1
need some movies?,i loved that movie actually haha.,0,0
i gotta rec the classic pirates of the caribbean,have you seen it,0,0
thank you!,i am here to help1,0,0
"they are great movies, have you seen american gangster ( 2007 )","i liked it too, it was very interesting",0,0
i've heard the same abut that movie,"i liked it too, it was very interesting",1,1
"no problem, bye","awesome, see you later.",1,1
how can i help you today?,"hey there, can i recommend a movie for you?",1,1
hey there! can i recommend a good horror movie for you?,hi i'm good. are you looking for a movie?,1,1
"it was really creepy, but i thought it was good!",have you seen girls trip ( 2017 ),0,0
hi. how are you? can i recommend you something?,"i have, and if you like psychological thrillers like that, might i recommend mama ( 2013 )?",0,0
i love happy gilmore ( 1996 ).,can i help you with a movie,0,0
"what else would you like in the movie? comedy, fairy tales?",that's great it's a great movies. have you seen tomb raider ( 2018 ),0,0
what kinds of movies have you liked before with this group of friends?,what kind of movies do you like,1,1
may i recommend the transporter ( 2002 ) or from paris with love ( 2010 )?,me too!!!!,0,0
"they are great movies, have you seen american gangster ( 2007 )",have you seen that at all?,1,1
hi i am good,maybe pitch perfect 3 ( 2017 )?,0,0
"oh! okay, you should see guardians of the galaxy ( 2014 ) so that you could even better understand that relationship dynamic with his daughters.",even if you are nt a fan of sci fi,0,1
and did you watch the last exorcism ( 2010 )?,maybe pitch perfect 3 ( 2017 )?,0,1
"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).",i hope i have helped,1,0
have you ever seen american pie ( 1999 )?,spotlight ( 2015 ) was awesome. i highly recommend it!,0,0
hello what kind of movies are you looking for?,did you like the scifi aspect of donnie darko ( 2001 )?,1,1
well how about wonder woman ( 2017 ).,what kind of movies do you like? i love horrors!,1,1
i have not seen peter rabbit ( 2018 ) i will have to add that one to my must watch list.,oh that sounds like one i will have to check out.,1,1
there is fargo ( 1996 ) have you seen it?,have you ever seen monster ( 2003 ) with charlize theron?,1,1
how about the sixth sense?,"well basically all the avengers get together for a common goal, i really liked it. i am, what about you?",1,1
"oh, you like scary movies?",good bye,0,0
"i like that scared to the couch feeling, though sometimes i have to follow up my horror movies with a great comedy. something like the waterboy ( 1998 ).",i seriously slept through captain america : civil war ( 2016 ) both times i watched it.,0,0
"so, did you watch it ( 2017 )?",what kind of movies would you like to watch?,0,1
what genre of movie do you like?,"do you like classic dramas like casablanca, or would you prefer something more recent?",1,1
hello,are you looking for a good movie to watch?,0,0
great. goodbye.,hello,1,1
they do say there is no bond like one between a man and his dog.,i could recommend you american pie ( 1999 ),0,0
yes very true,"oh for sure, it is a great movie and mark wahlberg is a stud. have you ever seen boogie nights ( 1997 )?",0,0
maybe a good comedy?,"hi, what kind of movies are you looking for.",0,1
hello,hello. can you recommend a movie for me that you think is good?,0,0
no not seen it.,bye!,0,0
must see!,"thank you, good bye.",1,1
what kind of movies do you like?,can i help you,0,0
for me the best fantsy is the lord of the rings,have you watched ant - man ( 2015 )?,0,0
or insidious ( 2011 )?,the sound of music ( 1965 )?,1,1
"i am good as well, thanks. how can i help you today?",hello there. looking for a good movie?,1,1
yes very true,me too. variety.,1,1
"yeah, i liked it too",me too!!! i ‚ ao√n√¥m excited to watch it!,1,1
what can i help you fiind tonight?,looking for a good movie?,1,1
"i like that scared to the couch feeling, though sometimes i have to follow up my horror movies with a great comedy. something like the waterboy ( 1998 ).",or maybe tangled ( 2010 )?,0,0
i enjoyed house at the end of the street ( 2012 ) but have not seen the last house on the left ( 2009 ) or the last house on the left ( 1972 ).,i am here to help1,0,0
great. goodbye.,good bye,1,1
maybe a good comedy?,tell me what kind of movies do you like?,0,1
you have plans tonight?,have you seen sleeping beauty ( 2011 ) it's a classic,0,0
"it is a drama, but it has some romance in it too.",or zack and miri make a porno ( 2008 )?,0,0
i could enjoy it too.,have you watched ant - man ( 2015 )?,0,0
there is fargo ( 1996 ) have you seen it?,let me think,0,0
"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).","so, what would you like to watch?",0,0
it is very good.,i love the movie little nicky ( 2000 ) an all time favorite,1,1
i've heard the same abut that movie,i love ever after ( 1998 ). its an older fairy tale romance with drew barrmore,0,0
i could enjoy it too.,me too,1,1
"wonderful, i just seen this awesome movie call avengers : infinity war ( 2018 ), have you seen it?",then might i recommend last action hero ( 1993 ) starring arnold schwarzenegger?,0,0
